ShipmentNo	VehicleNo	CreatedOn
5C0E5FBE-A475-42EE-B714-5A742DD0FCA5	ACB-0076	2023-11-28 16:53:00.4166667
27978376-BEFD-4D91-A422-5AC50D43943D	EDA-0031	2023-11-28 20:47:00.4166667
9405F1CC-3233-4BC9-AF49-62C567011C2B	AAE-0050	2023-11-28 19:28:00.4233333
012F9719-3824-4954-A2E5-6C8FD913FF8A	EEC-0087	2023-11-28 15:01:00.4333333
2C0692B9-6979-4FDA-B452-764B0AC782BE	DCA-0004	2023-11-28 22:57:00.4433333
2DF38F8C-2E3C-4FB6-B8D5-883D0C1C07BE	EEC-0044	2023-11-28 16:40:00.4633333
0AAA9619-5A1B-45A6-9680-8EE48D6CC62B	CED-0082	2023-11-28 14:17:00.4700000
35D77840-C3F5-4FBF-9370-ABA4600340B6	AAB-0013	2023-11-28 19:58:00.5000000
A37C84E0-B329-4E10-8E8E-B976583C132D	CAE-0053	2023-11-28 22:48:00.5133333
BC36D1CA-4042-40B8-A675-D8DDE4D0F61D	EBE-0029	2023-11-28 13:18:00.5466667
8AE3E4A9-FEF8-4661-A472-FE57630E380D	CCA-0098	2023-11-28 16:45:00.5866667
DB701704-0E6B-4272-AAA8-04D322940A44	ADE-0053	2023-11-29 15:04:02.0200000
AACB0C6A-8060-43F3-B85C-0553F58C5F73	AEA-0048	2023-11-29 14:20:02.0233333
B71FCFAB-9641-4DFF-B3E4-09877AB3B0EF	BDD-0031	2023-11-29 22:47:02.0300000
D9156376-B80D-4552-B26D-1411103D92FF	AED-0062	2023-11-29 20:46:02.0433333
B78F9BF4-B91B-48B0-994F-20598776811C	CEA-0064	2023-11-29 19:48:02.0600000
7FB3DB91-FDE6-4A76-A85F-2499497A8BFA	AAA-0041	2023-11-29 13:42:02.0666667
75667D4F-B0E7-4536-B2E3-2E0031B1678D	CDE-0094	2023-11-29 22:53:02.0800000
39C9CF81-79BC-47BA-8B5B-2E87C826B635	CCA-0048	2023-11-29 22:28:02.0800000
CFEEFB0F-E392-4EE1-84C8-3E8FB1C98C72	ECD-0005	2023-11-29 21:00:02.1000000
2E62A9F8-623A-4FCD-9F9A-49569F4C5B0B	ABE-0050	2023-11-29 13:17:02.1133333
E40C136C-6B30-4636-898A-4B129824E389	CDB-0047	2023-11-29 18:19:02.1166667
0BACC0CE-CB34-4787-8558-4DB656FEB70A	BEE-0003	2023-11-29 15:07:02.1200000
E59D44B5-1912-4AA7-85AF-4EBAFFEB5DA6	EEC-0029	2023-11-29 18:24:02.1233333
0B8DAFD1-7FC4-4193-8CE8-54C37E74C7FA	CAE-0048	2023-11-29 21:16:02.1300000
315B6DFC-4A11-4559-87A2-585C0789E1B6	DEE-0067	2023-11-29 15:18:02.1366667
D05AC9A1-F6BE-4A0B-BF3C-61FF88207C5C	BCD-0023	2023-11-29 18:38:02.1500000
2CBCDE6D-C191-49C7-B377-6432A12951E0	AAA-0092	2023-11-29 16:09:02.1500000
E7C9B18A-9599-4768-A933-662547907F9A	AEE-0066	2023-11-29 18:56:02.1566667
9BE4AE88-71BC-4BC9-81C8-6AD46614BB8B	ADD-0007	2023-11-29 17:18:02.1600000
2E2F4C79-D823-495E-9C04-6C0AD11A04C4	DBE-0049	2023-11-29 19:49:02.1633333
8C2011C6-56CF-4F51-A4EA-7A6228D36D1D	ECE-0045	2023-11-29 21:16:02.1833333
28BCC76C-DE9D-487F-957C-7D78117ADDAF	BAA-0007	2023-11-29 22:51:02.1866667
101540FD-E6DD-475D-8561-8220715197F1	BDB-0067	2023-11-29 14:50:02.1933333
6452596A-FCC2-4960-81F3-891C4A4AD5F7	BAE-0003	2023-11-29 15:42:02.2000000
65B9F108-6A63-4A96-8AEE-8945A208FEDC	CAC-0066	2023-11-29 22:00:02.2033333
5E30A420-46E0-494D-9974-8FA165BE0254	DED-0021	2023-11-29 20:37:02.2133333
DF3CBD31-C4D9-44E7-BE68-94B937D0C2E9	CBE-0086	2023-11-29 17:40:02.2200000
22904FC2-E480-408D-B70F-9F9972C0C676	DBC-0056	2023-11-29 13:23:02.2333333
D5C983AC-0FC8-454D-8485-A40177F85E26	CAE-0044	2023-11-29 15:57:02.2400000
1A8F56FF-0B0C-4D68-B432-AA780DEFFFDC	ECE-0096	2023-11-29 16:03:02.2500000
608004AB-1D0D-49EA-8F34-B96B83E75D3C	AAA-0068	2023-11-29 13:53:02.2633333
44A9EA08-62CC-4A2F-AC9F-BB9E5029D145	DDD-0037	2023-11-29 13:32:02.2666667
186F6DED-EE0E-446B-859D-C08BBB4526E7	DDD-0060	2023-11-29 19:36:02.2733333
D8C77FEC-17DD-43F8-9AD0-C44380150919	BBC-0086	2023-11-29 14:28:02.2800000
CB06EF1C-4E42-40D5-B744-C496579213BD	ADD-0014	2023-11-29 21:02:02.2800000
EC897828-4EF2-4880-A2D6-C4C354CD706C	DAE-0023	2023-11-29 21:35:02.2800000
49C0F05C-8AF3-4484-ADF4-C82C2B0A4082	DEB-0088	2023-11-29 22:37:02.2866667
9E9ABF0F-666D-4147-856C-C9953392303C	EAE-0095	2023-11-29 17:05:02.2900000
2D652912-5038-4FC5-B130-CCF11D35A710	ECC-0035	2023-11-29 13:37:02.2933333
4263D845-0B49-4482-B40D-D109D1A42713	BDB-0006	2023-11-29 21:26:02.3000000
CAEC7417-120B-4434-B5B1-D75BCD4BF84C	EAC-0029	2023-11-29 19:56:02.3066667
74401442-39FB-4765-BE9B-D967379EEF16	DCC-0053	2023-11-29 17:46:02.3100000
C6F172EA-33CC-49BD-9DD2-E0E150BE3D6C	ADE-0019	2023-11-29 16:00:02.3200000
EDA53773-22DC-4508-81F5-E61D7B4894D0	BAB-0088	2023-11-29 16:05:02.3266667
158383A6-529E-46A4-87CB-EA5CAD366C5B	ABA-0015	2023-11-29 17:04:02.3333333
524FA351-0A67-4A01-99F4-EA7CAB6C05FC	CED-0076	2023-11-29 18:37:02.3333333
4C0FE8F1-8C96-40DF-BC20-17DC4C0136A4	DEB-0088	2023-12-02 20:05:37.5533333
95D7CFFE-0F35-4F4C-A20A-29B819A18771	CBE-0055	2023-12-03 00:23:37.6533333
792A8C60-F9A4-4BC4-A1D4-6A36196439CB	CEB-0068	2023-12-03 00:02:37.9666667
72784142-2F5A-4F23-8592-73E15C923468	ABC-0072	2023-12-02 20:01:38.0233333
4A6A1C82-7BB9-4518-8190-7447FB4BAF5B	EEE-0020	2023-12-02 17:19:38.0266667
5689D5EE-0AD4-41A2-B29C-A52A8E9A6089	ADD-0038	2023-12-02 23:19:38.2533333
36953D86-ED0A-4A12-B5E2-AF5D7FD9C6F9	CBB-0078	2023-12-02 16:18:38.3133333
4A168721-E1AA-46D1-B901-B756B5AAD874	ACE-0026	2023-12-02 21:00:38.3500000
8C97FBAB-F09C-42D6-93F5-C91DE732FA90	BEC-0084	2023-12-02 20:02:38.4633333
F3AD8E10-7F19-4B55-80A3-D0CF1474CEF6	BDE-0074	2023-12-02 21:59:38.5133333
95B46FA6-BC84-4824-A7DA-EBCF13535918	BEC-0053	2023-12-02 20:48:38.6700000
97E58B5E-FB87-4A5E-A444-F5B3F4304C25	CDE-0078	2023-12-02 23:49:38.7300000
A9F60317-4B99-4EE3-8DA0-5391EBDCCE4B	ABE-0005	2023-12-04 13:12:01.2166667
B89AE391-08E2-42D0-916D-710862FF4470	DCD-0086	2023-12-04 19:14:01.2400000
B802C1E9-D8E0-4857-A04D-7CB24E953722	DEB-0009	2023-12-04 20:24:01.2500000
5E31EE88-9311-4D9A-BCDF-9D5C5F3DA34B	EAE-0017	2023-12-04 21:14:01.2766667
3E6BDFCC-0416-458D-A028-06E1C8E4A433	DCA-0048	2023-12-05 22:00:01.5000000
8F792FC8-90FC-4292-9803-168034A045B1	AEB-0031	2023-12-05 18:34:01.5566667
BEE87CE0-C226-4FB0-B1EA-3D2F7B4146C7	DDD-0086	2023-12-05 14:57:01.6400000
95DB439A-FD6D-4FCE-AC67-4827964C7582	ECD-0085	2023-12-05 22:10:01.6600000
1F6CE698-DEC7-4C77-9069-95F8C904684F	ECE-0068	2023-12-05 14:42:01.8000000
4BA785D0-0BB2-41CD-9A63-9E534C44DD1B	DEA-0005	2023-12-05 13:49:01.8133333
686F3B4C-2FC0-424C-8DC8-C9F33C18D56B	CCD-0033	2023-12-05 14:31:01.8800000
99DD3762-FCF8-4F94-B607-D272128683F4	BAE-0039	2023-12-05 19:13:01.8966667
5D5C46D2-E813-4EA9-84B2-D6680654272F	BBC-0045	2023-12-05 13:10:01.9033333
9903944F-B486-4004-832C-02AC49379C01	DCB-0071	2023-12-06 19:21:01.1000000
A00A2AC7-A33B-444D-9D6C-0B8416551A52	EBA-0020	2023-12-06 15:53:01.1133333
907F53A7-4F3F-4BC9-88CF-41559A8031D7	DDB-0083	2023-12-06 19:12:01.1833333
809BC691-73A3-4CFD-B302-42D5AF5F31DB	EAE-0004	2023-12-06 16:59:01.1866667
5EB07660-1F94-47F6-85DA-5C12FDB997EF	CDA-0084	2023-12-06 19:25:01.2100000
000F5510-9514-427D-99A6-62FC9010BC69	EDC-0093	2023-12-06 14:46:01.2133333
4791AD90-4EFF-47E5-82D6-9CA69F71CDE6	DED-0096	2023-12-06 15:55:01.2666667
0045656D-4872-4B1E-8053-9E19E062C366	DAD-0097	2023-12-06 20:06:01.2666667
58B02D38-A614-490E-B05D-CD49B41C1DE4	BAC-0016	2023-12-06 17:20:01.3066667
9E6B20EB-7CCF-49B1-8546-E3778D5C3541	EDC-0041	2023-12-06 16:58:01.3366667
D6E942C3-3FFE-48FD-8FD5-E4B5784301FB	CAB-0099	2023-12-06 18:01:01.3400000
239A1DE2-5575-4386-8267-E84AC5D0D959	CAE-0007	2023-12-06 16:03:01.3433333
4FF73E47-31A6-4228-B627-F6FD1FFEE3CE	EBA-0029	2023-12-06 22:07:01.3600000
AA6A66A3-B160-49C6-8F86-09F83F1ABE21	EBC-0084	2023-12-07 16:22:01.4300000
714D0CA0-249B-4AEB-A15F-13745D3D18FE	EBE-0090	2023-12-07 17:13:01.4400000
0E165F1B-46F5-477A-B68C-6D81EB2CDEA0	EED-0007	2023-12-07 18:12:01.5000000
24FFCAD1-6DD2-4B95-9268-9042FCE9A829	DED-0041	2023-12-07 14:55:01.5466667
D8503FA8-3BB6-43C5-8B67-95D68F54A25D	EEC-0044	2023-12-07 19:52:01.5500000
D3503EE4-844D-4B0D-A82A-B8A21293F355	CAC-0023	2023-12-07 13:45:01.5800000
BD099AFE-6697-4839-8F45-03161D3157D4	BEA-0045	2023-12-11 18:55:01.9166667
3F027A58-732D-48C6-B215-058B3E2BC2BD	CAC-0057	2023-12-11 22:22:01.9300000
9A681A54-0329-44A7-B579-075AEE5BF152	BDD-0066	2023-12-11 19:48:01.9366667
14724206-9C30-4016-B720-109FCB181457	ECE-0051	2023-12-11 14:52:01.9633333
0705C06C-E062-4DB1-9F41-1DF2873A9774	EBC-0096	2023-12-11 21:38:01.9833333
10249D8B-9799-4705-A44B-1E727724A853	DBB-0085	2023-12-11 20:18:01.9866667
2DDCCA96-3DAD-4116-A00E-27E6F680009A	ACD-0076	2023-12-11 15:07:01.9966667
6555B5C6-750A-4A5E-A1B0-2990EBA97DC2	CAE-0012	2023-12-11 14:41:02.0000000
DF3D4D29-3845-4A26-BB71-2F207D8271A2	ADE-0028	2023-12-11 21:13:02.0033333
E7C30C38-106A-4857-A836-39803099AAA0	EED-0071	2023-12-11 16:42:02.0133333
1749D224-BF96-4C89-9A28-5522055696A7	CEA-0071	2023-12-11 16:55:02.0466667
DBC1EA69-36E8-4A60-BA74-6833511E7D93	EDC-0098	2023-12-11 22:41:02.0700000
63446A86-1730-45B3-AFB5-70E00938DC88	ABB-0049	2023-12-11 15:58:02.0833333
A4D3F5E9-3600-4202-9672-91D0119CB5DB	ABB-0063	2023-12-11 15:22:02.1266667
14ACB3E8-F7F3-4D42-BEAB-AB2A8B230951	AEB-0056	2023-12-11 21:03:02.1600000
EC16A1A7-415B-4C5A-8A64-CC49A2B6FF3F	CBA-0023	2023-12-11 19:39:02.1933333
23B57479-3F68-440B-9BC5-D2B977155117	CCA-0019	2023-12-11 14:08:02.2000000
A2188F04-A4E3-40DD-97B3-DCF032D7E8B6	DCA-0030	2023-12-11 16:44:02.2133333
6CB84601-215B-4976-8632-E9EA3FC35E66	BAA-0036	2023-12-11 14:15:02.2300000
BE2246FD-377C-43BF-AB9E-05855F9B605B	EEC-0042	2023-12-12 18:55:01.2366667
130CD995-0DD8-43FE-B879-094AB7540DB9	DBD-0019	2023-12-12 20:05:01.2400000
8C0286CF-482E-41DA-8EEA-2CA1A9FB2D49	CDA-0086	2023-12-12 18:41:01.2900000
5356FD7F-7412-475B-94BC-41B8301E2CB6	CEE-0082	2023-12-12 21:16:01.3133333
023C4F0D-E599-4217-B0EA-4B25016DE8CB	DCB-0078	2023-12-12 13:20:01.3266667
3256DF61-12D7-4450-BD24-67CA23ED9973	DBD-0061	2023-12-12 16:25:01.3633333
5B4B9C5E-3237-44FE-A847-6CE8E474073D	DDB-0026	2023-12-12 16:21:01.3733333
089A4F1A-1547-4767-863C-70CD90DBCB34	BCB-0007	2023-12-12 17:29:01.3800000
5CB08045-A9BA-4D37-8088-7501F9B7A6A6	ADA-0010	2023-12-12 14:10:01.3900000
0739685C-DE4B-4482-A4AC-9AC5468EC0D4	CEA-0069	2023-12-12 14:07:01.4433333
861C2F8A-EAD7-4911-AB5C-C149761F0840	ADA-0062	2023-12-12 13:05:01.5300000
463E1BD9-CD5D-4A2F-BFE9-C23215914DF2	CAE-0083	2023-12-12 21:28:01.5333333
C8727447-3354-44DB-ABAE-C6E75D5DD27F	ADB-0070	2023-12-12 19:39:01.5500000
6210C1F5-F71B-4305-8002-EC8FF5A6C136	CCC-0026	2023-12-12 14:54:01.6433333
A6E88A23-8DA5-464C-B663-04C843CE3778	CDE-0010	2023-12-15 15:43:01.7666667
1F812715-8245-4525-B927-094C77DC2E28	EAA-0091	2023-12-15 22:36:01.7800000
DDBE2D18-81BE-438E-B439-1829FE3BA555	CAA-0037	2023-12-15 17:44:01.8100000
0F57EF83-2E76-4790-ABD3-1BF1578E3A19	CEE-0055	2023-12-15 22:44:01.8200000
CCAAA1FC-F1CA-4FF8-8E77-235D92BE6CA7	CEA-0098	2023-12-15 16:08:01.8333333
19BAB44D-5428-4CA2-AF6E-27CCFC7F86A3	BBD-0061	2023-12-15 20:58:01.8433333
CA1BF915-B836-48C3-93DF-3018F2B8AA97	DCD-0033	2023-12-15 14:17:01.8600000
08C046AC-6DF0-485A-A72A-311E2DF190CB	BEB-0059	2023-12-15 19:39:01.8633333
D18450E6-79F8-49AD-AD18-37792BCB91D0	BCE-0037	2023-12-15 13:20:01.8733333
93B995E8-16DB-4224-87FA-37A91C63A384	AED-0075	2023-12-15 15:33:01.8733333
05C4AD6D-853E-4CAA-B503-38A0D83C526B	DEC-0070	2023-12-15 14:08:01.8766667
BFF6A891-EC92-434E-AD9A-46B35E351F16	EEE-0012	2023-12-15 14:13:01.8933333
85DE0613-ED60-447B-825F-52973C19564B	AEB-0062	2023-12-15 21:00:01.9100000
6B1EF201-7D3D-48CE-AB46-564341AC0BA0	DCB-0089	2023-12-15 22:35:01.9166667
4F21449B-7746-4543-BFC2-565F7A9B7E8B	EBC-0093	2023-12-15 18:52:01.9166667
7E85AB0E-8647-4216-8A52-6543E799795E	DEE-0032	2023-12-15 15:57:01.9366667
47BF0B4F-694B-4937-88F6-69559DDEA5F9	CCC-0038	2023-12-15 17:11:01.9433333
2CB1A1DD-AA31-4FA5-AF4B-7A6D83FCB85E	EDE-0069	2023-12-15 16:28:01.9666667
D1A76E63-4F6A-4032-A1FF-7C5319FCA282	EBC-0094	2023-12-15 16:38:01.9700000
CD62FF9B-E7C2-447F-A9B2-817DBC247FB1	DCE-0025	2023-12-15 16:07:01.9800000
42847B57-9908-44A7-BA04-841988587C0F	DDE-0072	2023-12-15 22:57:01.9833333
A0F7CCAC-122C-4E77-B2D9-97530F92BA11	DDD-0076	2023-12-15 20:04:02.0100000
EAB407E1-97AA-4BDC-8D3B-ADF2FDE4434D	DEB-0011	2023-12-15 20:50:02.0400000
CEA60ACE-033E-4671-A4C0-C12E708311F3	BEB-0033	2023-12-15 16:39:02.0633333
D912A9F1-392F-454C-89C1-CCB6A769F1FB	CDD-0087	2023-12-15 13:01:02.0800000
6CB6B60A-25C3-4474-9316-E33A244D3D24	ECD-0057	2023-12-15 13:03:02.1066667
621FDFE9-82D5-4B73-A2DA-F563A3890E39	BAC-0011	2023-12-15 15:52:02.1333333
66FA5B7C-CD77-477F-957C-0429521DB54F	BAE-0014	2023-12-18 13:47:01.5700000
FC419F4F-AF2E-484C-B202-192A0A80F83C	AED-0065	2023-12-18 22:16:01.6133333
76EBCBA7-D648-419A-AF2F-1BD7B803CAD4	EEB-0086	2023-12-18 21:01:01.6200000
6BEF6292-5446-41E4-A8ED-3068A376046B	EDB-0045	2023-12-18 18:33:01.6500000
74E26041-8837-4A02-92EC-327D52A57ED7	BAC-0043	2023-12-18 22:08:01.6533333
E7F68D38-BD09-4089-B744-47C3D71D556A	EBC-0050	2023-12-18 16:19:01.6800000
BC33FC31-2522-4290-B9E4-5D792BB39C91	BCC-0090	2023-12-18 13:19:01.7000000
6042656A-84DB-4928-84C8-80040B44F1CE	DBD-0096	2023-12-18 17:32:01.7400000
69B124F7-FBF7-45E7-85DB-892E428A896C	AEB-0064	2023-12-18 14:01:01.7500000
0836C74C-89C7-4A8F-8D11-1BBBBBB81334	EBB-0007	2023-12-19 22:05:00.8300000
D22F31EF-F4B1-4723-A2F4-24FDCC90DE0A	AEC-0045	2023-12-19 13:08:00.8500000
3F643466-B67C-4D20-A9C6-57558C48BF8E	ABE-0086	2023-12-19 18:21:00.9866667
F2D87EE7-8872-465E-8F48-75F81F1E2B25	EBA-0078	2023-12-19 22:59:01.0766667
AB48B2CF-6A6C-4C40-BBA2-8158BF6B125F	BCB-0092	2023-12-19 15:06:01.1066667
3CC088A1-41DA-462B-99B1-9B2319D5A348	DAB-0082	2023-12-19 22:30:01.1533333
39ADC0F4-56B3-4B9D-BE4C-BDEF1F8612E9	ADC-0065	2023-12-19 18:21:01.1966667
2E26A113-D5D6-453C-A31B-C4BDF40234D3	DAE-0067	2023-12-19 20:08:01.2066667
94BACD3C-60C0-42E6-9E25-CAE87B4E9E7A	ACD-0040	2023-12-19 17:02:01.2133333
CAC2FE53-FCFE-4A04-95AE-F669B116C12F	BBB-0055	2023-12-19 16:34:01.2600000
BBC3CBC6-1876-4BF2-ABED-FE6CE7458A3F	DCD-0090	2023-12-19 19:51:01.2700000
6B8D22FF-C5B9-4E3B-9E86-0C9551DD52E6	DAB-0065	2023-12-20 14:07:00.9100000
C3FA2E2D-BEF0-492B-9BFD-19FB19AB76D6	BED-0088	2023-12-20 20:31:00.9300000
4EF767A2-3DF0-46AB-B61D-25F42D735EB1	EBE-0085	2023-12-20 20:37:00.9566667
03B668EA-7330-4C0A-8AB1-2C3D21A634AF	BED-0053	2023-12-20 13:14:00.9700000
2D698D53-5462-4FDF-9C59-34658A3BAB38	AEB-0028	2023-12-20 22:58:00.9800000
A4BC8051-3E5F-4662-841A-492E13042AC0	CAE-0098	2023-12-20 16:04:01.0133333
3B81C691-443F-4457-9CE8-4C4516351E0B	CDC-0015	2023-12-20 15:41:01.0200000
3C28FB1F-8E55-4BD0-9F81-63FF323A17B8	EDE-0080	2023-12-20 21:27:01.0600000
E51D578A-DAF6-4D2A-BF85-683052F975F4	ADB-0055	2023-12-20 13:01:01.0700000
F2EEDBD4-B9E2-4A63-AB2D-6CA3983ECF06	BDE-0071	2023-12-20 15:27:01.0800000
36368235-99D9-487B-85CD-963F608A4D1D	EDE-0071	2023-12-20 18:50:01.1533333
77E4B1A9-7BA4-413A-9761-9FCB547489DF	EEA-0091	2023-12-20 21:11:01.1700000
5327B24D-3987-4D9B-8269-A50D0AAAA88F	EAC-0067	2023-12-20 16:19:01.1800000
2642461D-E088-4265-ABCE-C8BC5B3FF845	EEE-0056	2023-12-20 15:37:01.2366667
EDCCDB59-1F19-464F-9AF0-CD98A94C2F8C	EAB-0080	2023-12-20 22:24:01.2466667
BC847993-A80D-48AD-9756-D94A9C1B4E3A	BCB-0078	2023-12-20 13:11:01.2666667
AE03EDB1-830D-4EE0-B8BA-DA24CC7DD51E	CBD-0094	2023-12-20 15:56:01.2666667
39405776-5957-4A1F-8B7D-EE4C1379885B	BDE-0039	2023-12-20 16:23:01.2933333
E8F7B17D-FB85-4816-B324-EFE8F3EBE571	CBE-0076	2023-12-20 16:43:01.2966667
401ABB8A-356B-4576-8ABA-F6889079C83F	BAB-0027	2023-12-20 19:11:01.3066667
201A28C1-1EE6-4658-9DEE-FF0F330AB33E	ECB-0074	2023-12-20 19:39:01.3200000
C7023BDA-599D-48DF-BE9D-125C165C626F	EBC-0088	2023-12-21 16:15:01.2700000
B318E36C-CEF8-4C04-9F64-211928DB4D22	CBA-0062	2023-12-21 16:16:01.3000000
A6E8A92B-36E3-459A-BEBC-2F659076B8B2	BBA-0060	2023-12-21 17:58:01.3200000
016F963F-7E76-46C9-8684-396E352DB347	DAE-0059	2023-12-21 13:31:01.3366667
EE56D103-74C0-4E5D-B34D-4E7DCA562CDB	DDD-0027	2023-12-21 16:50:01.3633333
108272E8-2726-447F-97C7-5620BB347E00	ABA-0045	2023-12-21 16:37:01.3766667
76FCB4AC-0672-4EFB-9827-5C4B1EC650E6	CBD-0076	2023-12-21 14:01:01.3966667
BE57A4C9-A20A-4044-8F07-632DAAF897EF	AEE-0087	2023-12-21 16:57:01.4100000
813478CF-42B7-4EC5-8287-6404CD0662A1	EAE-0026	2023-12-21 19:33:01.4100000
75F34303-DFD8-4458-90A6-65623ED1121B	BDE-0081	2023-12-21 19:58:01.4166667
1EFCF962-2907-4EF4-8261-972B5BCD4AAA	ECD-0045	2023-12-21 14:40:01.5233333
5B38AED3-806F-4078-B07C-97BAFD3513B9	CBC-0078	2023-12-21 20:58:01.5266667
D592A7E7-893D-47F8-BD5E-9B581F5E43EF	DEE-0064	2023-12-21 13:03:01.5333333
6BD61968-3740-479F-86DE-AD551C8CC893	ECE-0036	2023-12-21 21:08:01.5600000
207E1E18-8249-4E85-97CF-AE27352D92AD	AEA-0065	2023-12-21 17:22:01.5633333
5CD920F4-FFD2-4859-BDD1-B6A94D2ED03F	AED-0065	2023-12-21 21:05:01.5733333
5F25FEB4-304E-4CFD-A871-B73A6CD2E72C	EBA-0024	2023-12-21 19:57:01.5733333
E626140D-58E5-4E44-B401-C1F4766B86A6	CDA-0020	2023-12-21 15:47:01.6000000
CB031DB4-7493-4580-A63D-C44CB517235D	ADE-0090	2023-12-21 22:39:01.6066667
0B5A5752-08CF-4248-921C-CF3C0EF4784C	EEE-0079	2023-12-21 21:45:01.6300000
4B8E048C-8036-4E00-B32E-D04C64E65423	BEA-0069	2023-12-21 19:54:01.6333333
2E51E7DD-430D-4F0D-B287-D2FB68D18FF4	EBE-0052	2023-12-21 21:04:01.6400000
4503228F-CDD3-4CFA-96D3-D65828960F73	CCA-0079	2023-12-21 19:32:01.6466667
86CD25B5-D5A5-469F-91A7-D86FF06547BB	BBA-0020	2023-12-21 18:41:01.6500000
6477AC52-DAAC-471E-941E-D95349E9189D	ADE-0077	2023-12-21 15:53:01.6533333
2E014C7C-0C42-405C-9363-DE220A9B5012	AEE-0028	2023-12-21 22:37:01.6600000
F438F890-59CE-4EF6-8E4A-F9A9AC31DEFF	ADC-0037	2023-12-21 14:11:01.7100000
80E343A2-8CE5-4C01-B5D7-FF16D409D411	DDD-0031	2023-12-21 13:20:01.7200000
5E95D016-88C8-45A4-ABB0-18DA60B3E6C5	ECE-0030	2023-12-27 20:48:00.8366667
590744D6-0F03-44BB-B7CC-1B6D8770EDD5	ACE-0071	2023-12-27 14:04:00.8400000
C49A997E-F699-413D-9F73-1CA4924B4CEC	ACC-0014	2023-12-27 22:30:00.8433333
614AAC2C-142F-4C41-ABB3-255AA7039C6D	DAB-0084	2023-12-27 21:12:00.8533333
6BBC2922-7EE8-48B0-9EEA-2E243D7B5B44	BAA-0039	2023-12-27 21:25:00.8666667
CEA4C41E-D9B2-4019-B3C3-2E931524C576	CEA-0094	2023-12-27 21:49:00.8700000
402F6DA0-5723-4385-A8AA-2E93DE703AB4	DAD-0033	2023-12-27 17:10:00.8700000
A25AF4AA-DD42-4C9E-A401-3AB813CFB593	EEB-0082	2023-12-27 19:43:00.8833333
C7E96D27-6879-4880-B864-3EB528B2A764	ACD-0032	2023-12-27 14:29:00.8866667
1FE05625-B0D2-46A4-8F26-3F51024E8155	BAE-0021	2023-12-27 14:25:00.8900000
AE60CABB-2030-437A-8100-4CC4E9FA9AFE	BDD-0008	2023-12-27 14:26:00.9033333
F76385EB-58B5-4F15-9FEC-59771D77B51E	DAE-0091	2023-12-27 20:34:00.9133333
0AAE476A-6710-4C69-B3EF-61733500E138	ADD-0093	2023-12-27 14:24:00.9200000
62EED2AC-1E5D-4188-BCE7-6435D804C371	AED-0098	2023-12-27 16:22:00.9233333
8DB95AA0-5846-4EE9-8C1C-76B71835E72F	ACE-0032	2023-12-27 14:08:00.9400000
702833DE-70B8-4683-B008-76F98DE38635	ABB-0014	2023-12-27 14:27:00.9400000
71B04F36-C146-4EBE-9998-802F4BD05B87	ADC-0046	2023-12-27 20:06:00.9500000
2A0EE115-1A73-4D5E-9A84-931BC33870E4	ACC-0028	2023-12-27 15:21:00.9666667
2AA0BEFB-1BC1-4BFE-BA7F-97B80A99C460	BBB-0020	2023-12-27 21:37:00.9700000
53632779-771B-4F5C-AE5B-9E8714229AC2	CAC-0078	2023-12-27 16:40:00.9766667
988A1755-2213-48A7-8EFB-A35F01688957	ACE-0035	2023-12-27 18:54:00.9800000
CF910A17-565F-44B7-B8B3-A9E975E1B7FC	AEE-0052	2023-12-27 13:17:00.9866667
9D581A0C-5D12-4590-952F-ABD89F83E733	ADE-0086	2023-12-27 21:53:00.9900000
6FB6981F-FA82-4175-B094-B6F3086FD0CB	EEB-0096	2023-12-27 17:37:01.0000000
5860AE37-6745-40AD-BE5E-C236930DB2F5	ACB-0074	2023-12-27 15:14:01.0133333
90E913C8-4E6A-4471-A4A2-C50993C4607D	EBB-0068	2023-12-27 16:23:01.0166667
9EFF93FF-E729-48ED-97C3-C882DCA8EA01	BDB-0029	2023-12-27 22:14:01.0200000
F2C251A0-6E74-4B3F-A04C-CAC2B9570412	CCE-0093	2023-12-27 16:35:01.0266667
D698A3E2-EC00-4CC7-9378-D3802C0403E5	ACD-0052	2023-12-27 19:21:01.0366667
6C8ABC66-3BFF-4E95-91B8-D4058F6A7E7A	DDE-0028	2023-12-27 15:41:01.0400000
F65D9439-EC31-4A97-95B1-E11E4D7773EA	CAC-0020	2023-12-27 14:55:01.0533333
1558C1CC-C6B1-432D-87CF-E7F92AE1B636	DDE-0091	2023-12-27 21:09:01.0600000
BF5D56C4-EC8A-4CCA-BEE8-ED423AF6FF0D	ADA-0067	2023-12-27 18:03:01.0666667
4820880C-515B-4CE0-B9F9-FDCCBDF532DE	EDE-0042	2023-12-27 22:25:01.0800000
154A37FD-51D6-45F7-A774-03B69D6A424A	EDC-0051	2023-12-28 22:57:01.9500000
165F5738-D88E-40A1-B854-255113D01757	EBA-0001	2023-12-28 20:00:02.0666667
E5DDD22C-925F-4FB5-8627-2776C30CF885	AAE-0060	2023-12-28 16:09:02.0700000
B5EE7930-8717-482F-B147-2FC0CB863D73	CBB-0043	2023-12-28 18:26:02.0833333
BAB57808-7799-4F89-B30B-39ED2AB86E34	AAA-0095	2023-12-28 22:19:02.1000000
8DFB9DDA-88E5-444B-B6A1-4834AAD01039	BDD-0054	2023-12-28 20:01:02.1233333
