TransactionID	trno	TrDate	Amt	RefNo	PaymentType	Party	BankName	CreatedBy	CreatedOn					
2169	1D40E5B1-13BD-4A29-97C5-AF8AB91E6575	2023-11-21 22:16:01.4766667	14085.21	11C40542-DB4B-414B-AA66-21FA76A7F1A3	ShipmentAdvance	ECC-0096	UPI	System Generated	2023-11-21 22:16:01.4766667					
2170	44720318-8655-421B-A439-140A31CA5AD6	2023-11-21 16:26:01.6033333	10394.19	190A629B-1192-4445-A2CF-E890B996BF4D	InvoiceAdvance	Dominic Davignon	PNB	System Generated	2023-11-21 16:26:01.6033333					
2171	F2081575-82FD-488C-BBF9-18B97ED0789C	2023-11-21 19:11:01.6033333	7584.44	2C518FF6-CE81-49B0-8797-B79F82B82E3A	InvoiceAdvance	"Wingtip Toys (Broomtown, AL)"	Cash	System Generated	2023-11-21 19:11:01.6033333					
2172	C1D35BF5-46ED-44E2-8E33-5F6AD5F2B0F5	2023-11-21 13:18:01.6066667	8650.05	50CC3987-D322-487C-BFFD-461E61306790	InvoiceAdvance	Bahaar Asef zade	Axis	System Generated	2023-11-21 13:18:01.6066667					
2173	BB06BD76-3356-412D-ADD0-6B9A4E3BFAE9	2023-11-21 14:40:01.8366667	8660.31	B3433172-B057-4284-8E35-50048A82DF67	InvoiceBalancePayment	Alinne Matos	HDFC	System Generated	2023-11-21 14:40:01.8366667					
2174	66F69DB3-2133-4E48-847C-594406147E0B	2023-11-21 13:28:01.8400000	10394.20	190A629B-1192-4445-A2CF-E890B996BF4D	InvoiceBalancePayment	Dominic Davignon	Paytm	System Generated	2023-11-21 13:28:01.8400000					
2175	3999351A-A09C-4508-AA29-CFB83C104F49	2023-11-21 20:21:01.8466667	4624.22	C2A0C2EB-230C-452A-ABD1-D272389CB342	InvoiceBalancePayment	Irma Auzina	Cash	System Generated	2023-11-21 20:21:01.8466667					
2176	C6463632-6E22-43C8-9659-0A479BF9667B	2023-11-22 21:50:01.8600000	10399.37	2F9CE4A2-F9DA-448B-BB65-016CB6CF3FD2	ShipmentBalancePayment	EDD-0065	IDFC	System Generated	2023-11-22 21:50:01.8600000					
2177	B209C5A8-5C8C-4F14-9D39-669B53C2359D	2023-11-22 14:16:01.8600000	9203.50	439B8EFF-7014-4061-9FC6-065B6FAD2EE9	ShipmentBalancePayment	BAC-0014	SBI	System Generated	2023-11-22 14:16:01.8600000					
2178	F984CE8B-6CA2-4508-9E2B-6A97A899EB1D	2023-11-22 20:08:01.8633333	5632.19	730E03E6-CC21-4622-81EB-072BA03C7463	ShipmentBalancePayment	BAC-0039	ICICI	System Generated	2023-11-22 20:08:01.8633333					
2179	DFB6A262-3C91-4837-84CE-58C96137BE14	2023-11-22 19:11:01.9166667	13311.97	65178172-0FDA-4036-B091-2B02E12E6866	InvoiceAdvance	Risto Lepmets	IDFC	System Generated	2023-11-22 19:11:01.9166667					
2180	022A6624-E8AC-4E97-A796-6DDC3D46676E	2023-11-22 15:24:01.9200000	9576.07	2201D1ED-27E7-4BF3-AE2B-6F6E17FF1DE9	InvoiceAdvance	"Tailspin Toys (San Acacia, NM)"	Axis	System Generated	2023-11-22 15:24:01.9200000					
2181	AD51E7C2-188B-49FB-AD44-01002CD9E40F	2023-11-22 16:54:02.1000000	9019.80	F25E252A-25D1-46E1-818C-1138CFB16863	InvoiceBalancePayment	"Wingtip Toys (Baldwin City, KS)"	PNB	System Generated	2023-11-22 16:54:02.1000000					
2182	C5C37A4B-4C37-4722-9206-27C84B06A974	2023-11-23 17:52:33.1500000	10193.48	D9156376-B80D-4552-B26D-1411103D92FF	ShipmentAdvance	AED-0062	HDFC	System Generated	2023-11-23 17:52:33.1500000					
2183	44DB0A25-D727-458D-BDBF-58B10009E89B	2023-11-23 16:10:33.1533333	7413.37	B78F9BF4-B91B-48B0-994F-20598776811C	ShipmentAdvance	CEA-0064	SBI	System Generated	2023-11-23 16:10:33.1533333					
2184	4B7D1F74-9489-4EFE-BCB0-3F51E30186B9	2023-11-23 20:20:33.1533333	12201.06	B82D2A54-8DCF-4388-8DD0-22B8BC64FF62	ShipmentAdvance	EBD-0006	ICICI	System Generated	2023-11-23 20:20:33.1533333					
2185	43153C28-F000-4FDC-8488-D9FF08BF5F75	2023-11-23 16:06:33.1566667	10044.42	D8AF30B4-B713-491E-AA9F-236E024A5214	ShipmentAdvance	BDE-0029	Paytm	System Generated	2023-11-23 16:06:33.1566667					
2186	FDE9D997-9E4B-4B9D-B14A-802EF9EF8538	2023-11-23 19:12:33.3666667	3656.63	4608B05C-AD57-491C-9F91-0738FBE6B947	ShipmentBalancePayment	BDE-0034	HDFC	System Generated	2023-11-23 19:12:33.3666667					
2187	F3D1740D-E88C-427B-8E0F-DB7E7AE79579	2023-11-23 21:24:33.3766667	5180.89	F4D8DA74-BA1C-44F7-B5E5-1244E2F88191	ShipmentBalancePayment	DDC-0021	PNB	System Generated	2023-11-23 21:24:33.3766667					
2188	1A6D96EB-DE5A-4C5C-9EC1-BF51A19682A0	2023-11-23 14:30:33.4800000	6053.08	04FE30C6-A8E9-4E85-904F-E6C81146D646	InvoiceAdvance	"Wingtip Toys (Ruthsburg, MD)"	SBI	System Generated	2023-11-23 14:30:33.4800000					
2189	67391BB3-9CB3-417B-9F67-76C8A6766C77	2023-11-23 19:27:33.4833333	10611.52	89FC9AC5-1D33-4EED-889F-C4C644742E1D	InvoiceAdvance	Pinja Jantunen	UPI	System Generated	2023-11-23 19:27:33.4833333					
2190	01579E55-1CEF-44AF-99F9-E6CB825693EF	2023-11-23 21:49:33.4833333	9493.58	44EDF12A-4752-453B-96A0-6B14FD88A9E5	InvoiceAdvance	Cosmin Vulpes	SBI	System Generated	2023-11-23 21:49:33.4833333					
2191	DC5C0CCF-74FA-4C2F-B872-B1C04CEC71A9	2023-11-23 15:42:54.0900000	7398.20	04FE30C6-A8E9-4E85-904F-E6C81146D646	InvoiceBalancePayment	"Wingtip Toys (Ruthsburg, MD)"	Cash	System Generated	2023-11-23 15:42:54.0900000					
2192	BB96D9D9-31BA-4973-B357-2B7885C11DC2	2023-11-23 21:40:54.1000000	7684.20	89FC9AC5-1D33-4EED-889F-C4C644742E1D	InvoiceBalancePayment	Pinja Jantunen	HDFC	System Generated	2023-11-23 21:40:54.1000000					
2193	B7296D6F-D4C0-4467-A9FD-5E5F83004026	2023-11-23 14:56:54.1066667	4374.46	165A01A9-CECA-4697-B150-4FBE3E6A9C70	InvoiceBalancePayment	"Tailspin Toys (Windsor Locks, CT)"	Axis	System Generated	2023-11-23 14:56:54.1066667					
2194	E705EAFC-01ED-404F-8BDD-2DCF6099FF1D	2023-11-23 15:02:54.1133333	3747.24	275E9C76-DCE6-48BB-A7A1-8E7E363CA427	InvoiceBalancePayment	Vjekoslava Brkic	PNB	System Generated	2023-11-23 15:02:54.1133333					
2195	A0D29D35-9353-44D4-825E-A56F847B9764	2023-11-24 16:10:17.3300000	2632.11	74B246F3-44EB-4AF8-9170-16988B8FCDA4	ShipmentBalancePayment	ADB-0076	Cash	System Generated	2023-11-24 16:10:17.3300000					
2196	57F0543D-AE40-4E09-829A-7929C2788360	2023-11-24 13:42:17.3366667	6336.20	A4CA7926-DDEA-4334-B487-1DADC650330F	ShipmentBalancePayment	CDA-0020	HDFC	System Generated	2023-11-24 13:42:17.3366667					
2197	ABA7E18F-FC67-4249-A64E-3CC1F7EECADC	2023-11-24 18:20:17.3466667	3083.07	AE91A303-5805-413E-9F5C-1DF963048469	ShipmentBalancePayment	EDC-0025	PNB	System Generated	2023-11-24 18:20:17.3466667					
2198	F9B84219-A5F2-42E4-9862-04642ADBD0A6	2023-11-24 20:41:17.3533333	10199.64	11C40542-DB4B-414B-AA66-21FA76A7F1A3	ShipmentBalancePayment	ECC-0096	UPI	System Generated	2023-11-24 20:41:17.3533333					
2199	9B846A89-F647-4045-8EA7-22623937D3A4	2023-11-24 19:18:17.4700000	5316.11	BE3A6B9E-8995-4AC6-BDF9-9F87216674D3	InvoiceAdvance	"Tailspin Toys (Airport Drive, MO)"	Cash	System Generated	2023-11-24 19:18:17.4700000					
2200	BC8ABB38-872A-4794-89E9-59DC824403D3	2023-11-24 14:22:17.4733333	14790.57	429BF377-1E4C-4ED1-AE4D-8CF8E3B71C68	InvoiceAdvance	Geza Roman	Axis	System Generated	2023-11-24 14:22:17.4733333					
2201	2724B758-F8DC-4F8E-8F6D-260BA19950B7	2023-11-24 20:03:17.4733333	10635.72	632B6BCA-3358-4B73-B3D1-DA0BBC48CFCA	InvoiceAdvance	Amarakumaar Gadiyaram	Cash	System Generated	2023-11-24 20:03:17.4733333					
2202	3EA47572-E3C1-430B-AE30-BF47D5BB7071	2023-11-24 17:54:47.0633333	7619.38	429BF377-1E4C-4ED1-AE4D-8CF8E3B71C68	InvoiceBalancePayment	Geza Roman	Cash	System Generated	2023-11-24 17:54:47.0633333					
2203	C1252166-EB51-498C-9153-13D7399DECEF	2023-11-24 19:34:47.0733333	8521.33	E90984EA-6F77-46E8-9B50-5D65B1BE3E6F	InvoiceBalancePayment	Vitalijs Baltins	ICICI	System Generated	2023-11-24 19:34:47.0733333					
2204	11DD32B9-A1F7-4C25-ABAF-ACFF2ACD5328	2023-11-24 18:06:47.0833333	11522.04	632B6BCA-3358-4B73-B3D1-DA0BBC48CFCA	InvoiceBalancePayment	Amarakumaar Gadiyaram	SBI	System Generated	2023-11-24 18:06:47.0833333					
2205	BBCED618-098A-4F6D-8B36-C3550E0B9730	2023-11-27 15:48:02.8333333	9492.83	4C0FE8F1-8C96-40DF-BC20-17DC4C0136A4	ShipmentAdvance	DEB-0088	Axis	System Generated	2023-11-27 15:48:02.8333333					
2206	2B91DFA7-2B9B-4F1D-BB48-96D2EB9B0AEB	2023-11-27 19:01:02.8400000	15540.56	142D0288-071D-4FB1-8912-245D213FA40C	ShipmentAdvance	CDA-0035	IDFC	System Generated	2023-11-27 19:01:02.8400000					
2207	614F161F-A268-4C66-875A-C3D69A9230E8	2023-11-27 20:12:02.8433333	9255.50	C4A0766F-27B7-4844-8833-247522CEE39B	ShipmentAdvance	DCE-0080	Cash	System Generated	2023-11-27 20:12:02.8433333					
2208	440FE506-9DE5-4C0A-828C-152769F3B230	2023-11-27 15:56:03.2000000	2194.04	8EFF3E12-D250-4790-A358-12B973F79056	ShipmentBalancePayment	AEA-0034	Cash	System Generated	2023-11-27 15:56:03.2000000					
2209	6CD200B5-0389-4FFD-805D-65125FA1F6ED	2023-11-27 13:25:03.2100000	2511.10	D8AF30B4-B713-491E-AA9F-236E024A5214	ShipmentBalancePayment	BDE-0029	HDFC	System Generated	2023-11-27 13:25:03.2100000					
2210	2E3DDB6F-EA73-4F3F-962E-D37382E42C4D	2023-11-27 13:14:03.2200000	5180.18	142D0288-071D-4FB1-8912-245D213FA40C	ShipmentBalancePayment	CDA-0035	IDFC	System Generated	2023-11-27 13:14:03.2200000					
2211	4FCDBC61-619F-4904-B7D1-41AB15FCBF92	2023-11-27 13:49:03.4066667	7285.01	DEA6A09A-C190-4FC1-BA2C-BB6E95E9FDC3	InvoiceAdvance	"Wingtip Toys (Haycock, AK)"	Cash	System Generated	2023-11-27 13:49:03.4066667					
2212	7B08F787-2340-43E7-9B35-647ED36952D2	2023-11-27 22:30:03.4100000	7487.60	6B9BD457-F24C-42F2-A534-2760A811D547	InvoiceAdvance	Cosmina Vlad	ICICI	System Generated	2023-11-27 22:30:03.4100000					
2213	68C5769A-E330-44F6-B16F-AFF036E18FB9	2023-11-27 13:53:03.4133333	8949.74	B5AD7760-8DD8-4D30-A5C7-2D01CAC722D3	InvoiceAdvance	Alena Kellnerova	Paytm	System Generated	2023-11-27 13:53:03.4133333					
2214	264C1239-721D-4E08-9E7F-2B74A7156C5F	2023-11-27 17:28:03.4166667	8382.17	FE2C96A1-3996-4A4E-AECB-B5189E2C545A	InvoiceAdvance	Bijoya Thakur	Axis	System Generated	2023-11-27 17:28:03.4166667					
2215	AEAEE1C4-3655-4F30-B663-02308653FAA7	2023-11-28 22:33:00.6266667	14032.45	7FB3DB91-FDE6-4A76-A85F-2499497A8BFA	ShipmentAdvance	AAA-0041	Axis	System Generated	2023-11-28 22:33:00.6266667					
2216	B35763E6-6394-4174-88FD-180AF3DBB6A3	2023-11-28 13:34:00.6266667	9385.15	B04290FC-AD34-457D-A5EB-2606B5AEDF95	ShipmentAdvance	DDB-0077	Cash	System Generated	2023-11-28 13:34:00.6266667					
2217	0FCD4041-4082-4C17-805D-0D60087F2162	2023-11-28 17:00:00.6300000	11143.59	95D7CFFE-0F35-4F4C-A20A-29B819A18771	ShipmentAdvance	CBE-0055	HDFC	System Generated	2023-11-28 17:00:00.6300000					
2218	2B9038DB-C1AF-44A2-B7C7-B9F5DEA768F4	2023-11-28 16:34:00.6300000	8651.41	4867BCDF-8268-4C73-AC11-2AE3DE185C56	ShipmentAdvance	DAC-0079	ICICI	System Generated	2023-11-28 16:34:00.6300000					
2219	D5FE8EE6-D155-4E05-98BE-6F87455D4B8F	2023-11-28 21:19:00.6966667	9982.69	B82D2A54-8DCF-4388-8DD0-22B8BC64FF62	ShipmentBalancePayment	EBD-0006	Cash	System Generated	2023-11-28 21:19:00.6966667					
2220	7217A21A-618D-4153-9850-7A5BA8E0F71A	2023-11-28 13:02:00.7000000	10026.80	C4A0766F-27B7-4844-8833-247522CEE39B	ShipmentBalancePayment	DCE-0080	Paytm	System Generated	2023-11-28 13:02:00.7000000					
2221	B7C32B3F-638A-491E-9591-EF201E1305D5	2023-11-28 14:51:00.7033333	10167.24	B04290FC-AD34-457D-A5EB-2606B5AEDF95	ShipmentBalancePayment	DDB-0077	PNB	System Generated	2023-11-28 14:51:00.7033333					
2222	2D484954-0DA1-4D32-9FE1-CA259B3C7536	2023-11-28 20:34:00.7466667	17814.67	F1B4B58E-87A2-41D4-B088-B17E13181D46	InvoiceAdvance	"Wingtip Toys (Liberty Grove, MD)"	Paytm	System Generated	2023-11-28 20:34:00.7466667					
2223	D122E535-1E2D-448B-BB48-D5C37DEC1510	2023-11-28 19:23:00.7500000	6782.47	5AD0BD99-D92D-4044-83AC-C02230AA3E71	InvoiceAdvance	Jai Lamble	Axis	System Generated	2023-11-28 19:23:00.7500000					
2224	3E32D94E-C1D5-4B63-9DE7-096B4006E0C8	2023-11-28 13:16:00.7500000	7146.90	AD35481B-E8EE-48A3-91F8-80BED8292A86	InvoiceAdvance	"Wingtip Toys (Obetz, OH)"	SBI	System Generated	2023-11-28 13:16:00.7500000					
2225	A33A6909-B825-4B15-8420-2720106D50CE	2023-11-28 13:10:00.9066667	6126.22	6B9BD457-F24C-42F2-A534-2760A811D547	InvoiceBalancePayment	Cosmina Vlad	SBI	System Generated	2023-11-28 13:10:00.9066667					
2226	198D5DD3-02DC-4BC0-A7F2-AA902E466A8C	2023-11-28 22:24:00.9100000	5750.33	D61AA13A-1CF7-4CE9-A23E-A1A1E4BEE2C7	InvoiceBalancePayment	"Tailspin Toys (Windsor Locks, CT)"	PNB	System Generated	2023-11-28 22:24:00.9100000					
2227	7E50C536-78A4-40D7-A5EA-5975CE0A9F1A	2023-11-28 18:51:00.9100000	8216.47	2C518FF6-CE81-49B0-8797-B79F82B82E3A	InvoiceBalancePayment	"Wingtip Toys (Broomtown, AL)"	ICICI	System Generated	2023-11-28 18:51:00.9100000					
2228	98AB04E7-5E14-4B2E-902B-C4DEA5334BCE	2023-11-28 14:17:00.9166667	4456.09	50CC3987-D322-487C-BFFD-461E61306790	InvoiceBalancePayment	Bahaar Asef zade	SBI	System Generated	2023-11-28 14:17:00.9166667					
2229	D10F4D3C-5257-4746-8630-05E7B85A2F6E	2023-11-29 22:22:02.4500000	16835.27	3E6BDFCC-0416-458D-A028-06E1C8E4A433	ShipmentAdvance	DCA-0048	IDFC	System Generated	2023-11-29 22:22:02.4500000					
2230	A501651B-3780-4A78-805D-4C40184D1613	2023-11-29 21:58:02.4566667	14849.93	8F792FC8-90FC-4292-9803-168034A045B1	ShipmentAdvance	AEB-0031	Axis	System Generated	2023-11-29 21:58:02.4566667					
2231	99FA290E-63DC-44D4-B598-5B2E32412B9B	2023-11-29 17:12:02.4566667	5327.04	B9D33FB5-2C83-4A0D-B0BD-2B4973D16BE9	ShipmentAdvance	AAD-0043	PNB	System Generated	2023-11-29 17:12:02.4566667					
2232	095B8C04-0A14-4D54-89CE-C3C28D708D90	2023-11-29 21:26:02.4600000	13170.60	75667D4F-B0E7-4536-B2E3-2E0031B1678D	ShipmentAdvance	CDE-0094	Axis	System Generated	2023-11-29 21:26:02.4600000					
2233	634A4648-ADFA-414C-B90B-6B2D949A41AF	2023-11-29 17:55:02.6800000	11006.95	DB701704-0E6B-4272-AAA8-04D322940A44	ShipmentBalancePayment	ADE-0053	SBI	System Generated	2023-11-29 17:55:02.6800000					
2234	9A464BBA-B6E8-48C5-933D-848D85137EF8	2023-11-29 15:23:02.6866667	11965.63	AACB0C6A-8060-43F3-B85C-0553F58C5F73	ShipmentBalancePayment	AEA-0048	UPI	System Generated	2023-11-29 15:23:02.6866667					
2235	EC197905-9258-48C2-BD1D-726F945F94CA	2023-11-29 17:16:02.7633333	7535.25	92E3E4B1-53AD-4913-86CA-CDF258619D9E	InvoiceAdvance	Geza Roman	IDFC	System Generated	2023-11-29 17:16:02.7633333					
2236	998FA4C0-06D8-4A29-A619-168B01F8C102	2023-11-29 15:26:02.9966667	7892.10	DEA6A09A-C190-4FC1-BA2C-BB6E95E9FDC3	InvoiceBalancePayment	"Wingtip Toys (Haycock, AK)"	UPI	System Generated	2023-11-29 15:26:02.9966667					
2237	A0480389-585E-4987-8E8F-2F037B25A8B8	2023-11-29 21:18:03.0000000	5759.12	BE3A6B9E-8995-4AC6-BDF9-9F87216674D3	InvoiceBalancePayment	"Tailspin Toys (Airport Drive, MO)"	PNB	System Generated	2023-11-29 21:18:03.0000000					
2238	A72BC75C-22E7-4857-9C28-E95852AE6B6E	2023-11-29 15:38:03.0066667	11603.27	44EDF12A-4752-453B-96A0-6B14FD88A9E5	InvoiceBalancePayment	Cosmin Vulpes	HDFC	System Generated	2023-11-29 15:38:03.0066667					
2239	90E7B6E8-4860-4E65-B753-02ED61EDF99A	2023-11-29 22:33:03.0200000	4437.33	65178172-0FDA-4036-B091-2B02E12E6866	InvoiceBalancePayment	Risto Lepmets	SBI	System Generated	2023-11-29 22:33:03.0200000					
2240	71BF7FB2-91B3-41EF-B70D-46558C7A4F9D	2023-11-30 22:48:01.4700000	5760.04	39C9CF81-79BC-47BA-8B5B-2E87C826B635	ShipmentAdvance	CCA-0048	Cash	System Generated	2023-11-30 22:48:01.4700000					
2241	413A99D2-EA70-4C6F-9B38-B3C465B56FCF	2023-11-30 21:14:01.4800000	13008.02	60A3F6F1-7105-424C-98A2-2ED53F8ED161	ShipmentAdvance	CBB-0024	Axis	System Generated	2023-11-30 21:14:01.4800000					
2242	5EBF7C71-20BE-4DCF-B518-2E56253DC02C	2023-11-30 15:17:01.4800000	9752.42	B530CBC5-2405-4A31-93ED-357244FF6EDB	ShipmentAdvance	BCB-0058	HDFC	System Generated	2023-11-30 15:17:01.4800000					
2243	A759A436-732E-47CB-8AFF-A37A5EBC88E8	2023-11-30 13:51:01.7266667	11790.31	9B17B50C-E846-448D-9E1B-11D4A7C81B46	InvoiceAdvance	Sumati Chatterjee	Paytm	System Generated	2023-11-30 13:51:01.7266667					
2244	E9E016E8-B97E-4043-A412-6CE213CEDD08	2023-11-30 15:48:01.7300000	18181.28	4D0F9A31-E7C8-46C5-AE3D-EC3EA36092FC	InvoiceAdvance	"Tailspin Toys (Hodgdon, ME)"	Paytm	System Generated	2023-11-30 15:48:01.7300000					
2245	BA8C60A6-290A-43E6-BA9D-327A964A1403	2023-11-30 19:38:01.7300000	7950.65	66F3DCB2-A1F5-4345-80E1-7DC78307A478	InvoiceAdvance	"Wingtip Toys (Bonner Springs, KS)"	IDFC	System Generated	2023-11-30 19:38:01.7300000					
2246	0DB86487-295D-4BAB-BBF4-25E2E1F6E159	2023-11-30 22:59:01.7300000	10523.95	D6CFAC9C-CBB5-4C99-9749-6A3D04B8AB49	InvoiceAdvance	"Tailspin Toys (Mappsburg, VA)"	ICICI	System Generated	2023-11-30 22:59:01.7300000					
2247	DD08EFB2-D001-4916-91CE-ECE7F2864B2C	2023-11-30 17:51:01.9233333	2947.58	9B17B50C-E846-448D-9E1B-11D4A7C81B46	InvoiceBalancePayment	Sumati Chatterjee	PNB	System Generated	2023-11-30 17:51:01.9233333					
2248	31C93EB5-410D-41C4-9AEB-6A32D348E00E	2023-11-30 17:20:01.9366667	4318.08	FE2C96A1-3996-4A4E-AECB-B5189E2C545A	InvoiceBalancePayment	Bijoya Thakur	HDFC	System Generated	2023-11-30 17:20:01.9366667					
2249	F41254C9-A36D-47B9-A0FC-B12F76CC9DC8	2023-12-01 15:16:02.3033333	8499.62	9903944F-B486-4004-832C-02AC49379C01	ShipmentAdvance	DCB-0071	SBI	System Generated	2023-12-01 15:16:02.3033333					
2250	2A7E663D-B42C-46B3-A3D4-35AEB5B67035	2023-12-01 20:38:02.4566667	5625.85	B71FCFAB-9641-4DFF-B3E4-09877AB3B0EF	ShipmentBalancePayment	BDD-0031	HDFC	System Generated	2023-12-01 20:38:02.4566667					
2251	41E22F61-B8B4-44FC-B32A-B0690B7A5BD4	2023-12-01 20:37:02.4666667	9409.36	D9156376-B80D-4552-B26D-1411103D92FF	ShipmentBalancePayment	AED-0062	PNB	System Generated	2023-12-01 20:37:02.4666667					
2252	26611BE2-B338-4D3E-8367-D3D2E09AA566	2023-12-01 16:52:02.4733333	9060.78	B78F9BF4-B91B-48B0-994F-20598776811C	ShipmentBalancePayment	CEA-0064	SBI	System Generated	2023-12-01 16:52:02.4733333					
2253	A0D86D22-5310-40F1-95DF-219952039A53	2023-12-01 15:00:02.5566667	9874.48	92C1B7EF-927E-4246-B489-AAE15CF0C92B	InvoiceAdvance	"Tailspin Toys (Arbor Vitae, WI)"	SBI	System Generated	2023-12-01 15:00:02.5566667					
2254	4BC7DB3A-37B9-41EF-9CBB-21A71FC1C584	2023-12-01 15:39:02.5600000	10835.42	7B08E349-C29D-4B0A-A176-EB57A0842A34	InvoiceAdvance	Damyanti Bhamidipati	Paytm	System Generated	2023-12-01 15:39:02.5600000					
2255	7E057097-5915-4001-B620-FFFF420F2124	2023-12-01 14:24:02.5600000	9938.30	F9B6DCA0-6307-4C19-A47E-D24E25756546	InvoiceAdvance	Bhaamini Palagummi	IDFC	System Generated	2023-12-01 14:24:02.5600000					
2256	D98341EB-F3D9-4485-A12C-700B8DF177A0	2023-12-01 13:47:02.7900000	7728.16	3A1B801E-3231-4D00-A343-859AA0375BDB	InvoiceBalancePayment	Hoc Tran	Paytm	System Generated	2023-12-01 13:47:02.7900000					
2257	008E200F-7E4B-4000-81D8-11D620FD33BA	2023-12-01 14:58:02.7933333	6679.90	3B0B6706-D918-4B1F-80EE-BC75788DF583	InvoiceBalancePayment	"Tailspin Toys (Eden Valley, MN)"	Paytm	System Generated	2023-12-01 14:58:02.7933333					
2258	CD0EA719-9F1C-45BE-B1A7-A017120BE1C3	2023-12-02 21:08:39.0700000	13701.91	AA6A66A3-B160-49C6-8F86-09F83F1ABE21	ShipmentAdvance	EBC-0084	UPI	System Generated	2023-12-02 21:08:39.0700000					
2259	E80D503A-B622-418A-A7C8-5EA66BBA038A	2023-12-02 20:08:39.0733333	10164.38	A00A2AC7-A33B-444D-9D6C-0B8416551A52	ShipmentAdvance	EBA-0020	PNB	System Generated	2023-12-02 20:08:39.0733333					
2260	BD3702DD-DA31-4EE0-97C1-4ECF30615979	2023-12-03 00:48:39.0766667	13412.91	0705C06C-E062-4DB1-9F41-1DF2873A9774	ShipmentAdvance	EBC-0096	Axis	System Generated	2023-12-03 00:48:39.0766667					
2261	C8AFEB41-F739-45B8-B0B6-1F246AF6736B	2023-12-02 23:09:39.0800000	12079.55	10249D8B-9799-4705-A44B-1E727724A853	ShipmentAdvance	DBB-0085	ICICI	System Generated	2023-12-02 23:09:39.0800000					
2262	C99AFEC6-DDC1-4AC4-A3AE-FEB51489CC6A	2023-12-02 20:44:39.5800000	4890.24	4C0FE8F1-8C96-40DF-BC20-17DC4C0136A4	ShipmentBalancePayment	DEB-0088	Paytm	System Generated	2023-12-02 20:44:39.5800000					
2263	EE63912A-2142-48D4-8342-1E6E6B1BCAEF	2023-12-02 18:07:39.5900000	7228.84	7FB3DB91-FDE6-4A76-A85F-2499497A8BFA	ShipmentBalancePayment	AAA-0041	Cash	System Generated	2023-12-02 18:07:39.5900000					
2264	25FCC8CF-C735-4DE3-8628-50DC0C0D4BE7	2023-12-02 18:04:39.8600000	18645.60	4A54912B-66CC-474A-987A-4FD12E88CF2A	InvoiceAdvance	"Tailspin Toys (La Cueva, NM)"	IDFC	System Generated	2023-12-02 18:04:39.8600000					
2265	2D3377FE-73DD-4987-889B-B855A3CC0EA0	2023-12-02 22:50:39.8833333	11701.42	32E30566-5981-48FB-8C15-F6C6EF68A88C	InvoiceAdvance	Philip Walker	ICICI	System Generated	2023-12-02 22:50:39.8833333					
2266	367DD2A2-342B-44F2-84D3-CD2B59D3D584	2023-12-03 01:01:40.3166667	2511.75	92E3E4B1-53AD-4913-86CA-CDF258619D9E	InvoiceBalancePayment	Geza Roman	PNB	System Generated	2023-12-03 01:01:40.3166667					
2267	4037DB53-CD42-4310-A73D-5AD7A5D1EADD	2023-12-03 01:57:40.3266667	2237.43	B5AD7760-8DD8-4D30-A5C7-2D01CAC722D3	InvoiceBalancePayment	Alena Kellnerova	UPI	System Generated	2023-12-03 01:57:40.3266667					
2268	AD4E61BD-F795-43AD-BCEA-E45F50DEB3F8	2023-12-04 13:55:01.4733333	10286.40	95D7CFFE-0F35-4F4C-A20A-29B819A18771	ShipmentBalancePayment	CBE-0055	HDFC	System Generated	2023-12-04 13:55:01.4733333					
2269	120116F6-54AC-417B-ADB2-2F8227AD0E26	2023-12-04 21:06:01.4766667	7078.42	4867BCDF-8268-4C73-AC11-2AE3DE185C56	ShipmentBalancePayment	DAC-0079	HDFC	System Generated	2023-12-04 21:06:01.4766667					
2270	5DEB097E-1E19-4BE1-B20D-217493018954	2023-12-04 21:00:01.4800000	5327.04	B9D33FB5-2C83-4A0D-B0BD-2B4973D16BE9	ShipmentBalancePayment	AAD-0043	PNB	System Generated	2023-12-04 21:00:01.4800000					
2271	049FAC5F-67B3-4785-9AC9-E8205F429D42	2023-12-04 13:49:01.4833333	4583.47	EE784504-70CE-4841-A380-2D126CA42B9D	ShipmentBalancePayment	DCC-0035	Axis	System Generated	2023-12-04 13:49:01.4833333					
2272	7C68026F-92DF-4335-BCEC-5FA76F5ECB39	2023-12-04 13:55:01.5266667	9999.02	0DA9D329-84F1-4F4D-BE3A-D5233C679BBD	InvoiceAdvance	Cong Hoa	SBI	System Generated	2023-12-04 13:55:01.5266667					
2273	E8CBE2F2-B11D-4E3D-AE78-2DBEE8BA2513	2023-12-04 16:19:01.5300000	8609.21	3A5CA138-E66F-4733-A651-832534F92473	InvoiceAdvance	Inna Kask	PNB	System Generated	2023-12-04 16:19:01.5300000					
2274	7D5A6F03-B6D8-4416-80DF-3F0ECC43A742	2023-12-04 13:32:01.6633333	8609.21	3A5CA138-E66F-4733-A651-832534F92473	InvoiceBalancePayment	Inna Kask	Axis	System Generated	2023-12-04 13:32:01.6633333					
2275	F51F3987-35FC-499F-820A-976891190150	2023-12-05 13:03:02.0566667	6961.27	BD099AFE-6697-4839-8F45-03161D3157D4	ShipmentAdvance	BEA-0045	PNB	System Generated	2023-12-05 13:03:02.0566667					
