TrNo	TrDate	Amt	Type	Cheque	RefNo	PaymentType	Party	BankName	detail	CreatedBy	CreatedOn
0FA31C94-CC40-4DEA-8D4F-8E6E2DB2CCBB	2023-12-05 13:08:02.3033333	-10483.96	Cr	6878B8A9-E4ED-41E9-B32A-AF1C4C1D3702	A4FC8631-1506-401D-BE16-FC2A36314FA3	InvoiceAdvance	Learning Ltd.	ICICI	ICICI - 6878B8A9-E4ED-41E9-B32A-AF1C4C1D3702 - -10483.96	System Generated	2023-12-05 13:08:02.3033333
D6B7BB91-21BD-4853-B61F-716D853CBFE7	2023-12-05 18:03:02.6300000	9573.88	Dr	D355D661-E709-4F62-9077-A5DCCD6940CC	32E30566-5981-48FB-8C15-F6C6EF68A88C	InvoiceBalancePayment	Philip Walker	SBI	SBI - D355D661-E709-4F62-9077-A5DCCD6940CC - 9573.88	System Generated	2023-12-05 18:03:02.6300000
D6B7BB91-21BD-4853-B61F-716D853CBFE7	2023-12-05 18:03:02.6300000	-9573.88	Cr	D355D661-E709-4F62-9077-A5DCCD6940CC	32E30566-5981-48FB-8C15-F6C6EF68A88C	InvoiceBalancePayment	Learning Ltd.	SBI	SBI - D355D661-E709-4F62-9077-A5DCCD6940CC - -9573.88	System Generated	2023-12-05 18:03:02.6300000
F844F14C-7692-4380-93BC-31FA49242489	2023-12-05 22:25:02.6366667	5727.68	Dr	EB1361EC-5B28-4A0B-86D1-2195E42D3BA3	BBDAB918-86D8-43B3-8E4D-83588ED08653	InvoiceBalancePayment	Baalaamjali Devulapalli	ICICI	ICICI - EB1361EC-5B28-4A0B-86D1-2195E42D3BA3 - 5727.68	System Generated	2023-12-05 22:25:02.6366667
F844F14C-7692-4380-93BC-31FA49242489	2023-12-05 22:25:02.6366667	-5727.68	Cr	EB1361EC-5B28-4A0B-86D1-2195E42D3BA3	BBDAB918-86D8-43B3-8E4D-83588ED08653	InvoiceBalancePayment	Learning Ltd.	ICICI	ICICI - EB1361EC-5B28-4A0B-86D1-2195E42D3BA3 - -5727.68	System Generated	2023-12-05 22:25:02.6366667
D7ED07A1-5358-407D-A70C-AE77BA34B651	2023-12-06 19:09:01.4033333	-13182.11	Cr	NULL	9A681A54-0329-44A7-B579-075AEE5BF152	ShipmentAdvance	BDD-0066	UPI	UPI -  - -13182.11	System Generated	2023-12-06 19:09:01.4033333
D7ED07A1-5358-407D-A70C-AE77BA34B651	2023-12-06 19:09:01.4033333	13182.11	Dr	NULL	9A681A54-0329-44A7-B579-075AEE5BF152	ShipmentAdvance	Learning Ltd.	UPI	UPI -  - 13182.11	System Generated	2023-12-06 19:09:01.4033333
0DC108AE-4943-47BC-8B3D-7248D2908E19	2023-12-06 15:11:01.4066667	-8880.92	Cr	428C5DF3-DA5B-49AB-89CB-6E447B6E8583	14724206-9C30-4016-B720-109FCB181457	ShipmentAdvance	ECE-0051	PNB	PNB - 428C5DF3-DA5B-49AB-89CB-6E447B6E8583 - -8880.92	System Generated	2023-12-06 15:11:01.4066667
0DC108AE-4943-47BC-8B3D-7248D2908E19	2023-12-06 15:11:01.4066667	8880.92	Dr	428C5DF3-DA5B-49AB-89CB-6E447B6E8583	14724206-9C30-4016-B720-109FCB181457	ShipmentAdvance	Learning Ltd.	PNB	PNB - 428C5DF3-DA5B-49AB-89CB-6E447B6E8583 - 8880.92	System Generated	2023-12-06 15:11:01.4066667
C6375099-F695-47A1-B547-23E47994E32E	2023-12-06 17:15:01.4066667	-7743.32	Cr	EB3FE3B0-7410-4CFA-973E-EF8A7BA0DF25	714D0CA0-249B-4AEB-A15F-13745D3D18FE	ShipmentAdvance	EBE-0090	ICICI	ICICI - EB3FE3B0-7410-4CFA-973E-EF8A7BA0DF25 - -7743.32	System Generated	2023-12-06 17:15:01.4066667
C6375099-F695-47A1-B547-23E47994E32E	2023-12-06 17:15:01.4066667	7743.32	Dr	EB3FE3B0-7410-4CFA-973E-EF8A7BA0DF25	714D0CA0-249B-4AEB-A15F-13745D3D18FE	ShipmentAdvance	Learning Ltd.	ICICI	ICICI - EB3FE3B0-7410-4CFA-973E-EF8A7BA0DF25 - 7743.32	System Generated	2023-12-06 17:15:01.4066667
95478C1C-C95A-478A-9169-339B8E49F004	2023-12-06 20:50:01.4066667	-6039.12	Cr	NULL	0F57EF83-2E76-4790-ABD3-1BF1578E3A19	ShipmentAdvance	CEE-0055	Cash	Cash -  - -6039.12	System Generated	2023-12-06 20:50:01.4066667
95478C1C-C95A-478A-9169-339B8E49F004	2023-12-06 20:50:01.4066667	6039.12	Dr	NULL	0F57EF83-2E76-4790-ABD3-1BF1578E3A19	ShipmentAdvance	Learning Ltd.	Cash	Cash -  - 6039.12	System Generated	2023-12-06 20:50:01.4066667
768C66AE-5FEA-404C-9B57-C62F322EFC53	2023-12-06 18:17:01.4533333	-10388.43	Cr	224FE8C9-A53F-4B2A-AD11-DD08F80DD46D	9903944F-B486-4004-832C-02AC49379C01	ShipmentBalancePayment	DCB-0071	HDFC	HDFC - 224FE8C9-A53F-4B2A-AD11-DD08F80DD46D - -10388.43	System Generated	2023-12-06 18:17:01.4533333
768C66AE-5FEA-404C-9B57-C62F322EFC53	2023-12-06 18:17:01.4533333	10388.43	Dr	224FE8C9-A53F-4B2A-AD11-DD08F80DD46D	9903944F-B486-4004-832C-02AC49379C01	ShipmentBalancePayment	Learning Ltd.	HDFC	HDFC - 224FE8C9-A53F-4B2A-AD11-DD08F80DD46D - 10388.43	System Generated	2023-12-06 18:17:01.4533333
432FF912-16F4-44FB-B709-C0C42DD8DDCD	2023-12-06 18:24:01.4900000	7729.50	Dr	CE1B1627-E6ED-4CEC-A807-622FD957CCBF	2A13CAEC-7C69-469C-9635-82F54315FD23	InvoiceAdvance	Liia Orav	ICICI	ICICI - CE1B1627-E6ED-4CEC-A807-622FD957CCBF - 7729.50	System Generated	2023-12-06 18:24:01.4900000
432FF912-16F4-44FB-B709-C0C42DD8DDCD	2023-12-06 18:24:01.4900000	-7729.50	Cr	CE1B1627-E6ED-4CEC-A807-622FD957CCBF	2A13CAEC-7C69-469C-9635-82F54315FD23	InvoiceAdvance	Learning Ltd.	ICICI	ICICI - CE1B1627-E6ED-4CEC-A807-622FD957CCBF - -7729.50	System Generated	2023-12-06 18:24:01.4900000
639BF3D2-757F-4879-9D5E-DCA468530731	2023-12-06 17:54:01.4933333	6610.85	Dr	NULL	35B45612-2F09-4D67-8CD6-FABFCB14B15F	InvoiceAdvance	"Tailspin Toys (Tumacacori, AZ)"	UPI	UPI -  - 6610.85	System Generated	2023-12-06 17:54:01.4933333
639BF3D2-757F-4879-9D5E-DCA468530731	2023-12-06 17:54:01.4933333	-6610.85	Cr	NULL	35B45612-2F09-4D67-8CD6-FABFCB14B15F	InvoiceAdvance	Learning Ltd.	UPI	UPI -  - -6610.85	System Generated	2023-12-06 17:54:01.4933333
C4305D7C-10DC-41F9-B42A-52A8DBDCC6F5	2023-12-07 18:10:01.7066667	-8671.24	Cr	0B1A766B-4649-4A81-9B74-2A1BE65EAB79	2DDCCA96-3DAD-4116-A00E-27E6F680009A	ShipmentAdvance	ACD-0076	IDFC	IDFC - 0B1A766B-4649-4A81-9B74-2A1BE65EAB79 - -8671.24	System Generated	2023-12-07 18:10:01.7066667
C4305D7C-10DC-41F9-B42A-52A8DBDCC6F5	2023-12-07 18:10:01.7066667	8671.24	Dr	0B1A766B-4649-4A81-9B74-2A1BE65EAB79	2DDCCA96-3DAD-4116-A00E-27E6F680009A	ShipmentAdvance	Learning Ltd.	IDFC	IDFC - 0B1A766B-4649-4A81-9B74-2A1BE65EAB79 - 8671.24	System Generated	2023-12-07 18:10:01.7066667
87D3958C-845E-4189-BF80-D4B3A3B45756	2023-12-07 13:38:01.8100000	10293.59	Dr	FB6EEAE5-B46A-47CA-9763-258E1D735B54	5C339302-51BD-40A2-83DA-5870EE76267E	InvoiceAdvance	Olafs Rozitis	PNB	PNB - FB6EEAE5-B46A-47CA-9763-258E1D735B54 - 10293.59	System Generated	2023-12-07 13:38:01.8100000
87D3958C-845E-4189-BF80-D4B3A3B45756	2023-12-07 13:38:01.8100000	-10293.59	Cr	FB6EEAE5-B46A-47CA-9763-258E1D735B54	5C339302-51BD-40A2-83DA-5870EE76267E	InvoiceAdvance	Learning Ltd.	PNB	PNB - FB6EEAE5-B46A-47CA-9763-258E1D735B54 - -10293.59	System Generated	2023-12-07 13:38:01.8100000
B28CFCEC-A972-4B0C-B95B-8609A3E205BE	2023-12-07 17:06:01.8100000	10674.04	Dr	NULL	F49C9015-49F5-449D-9A05-B15C2C49CA07	InvoiceAdvance	Bhagavati Vinjamuri	Cash	Cash -  - 10674.04	System Generated	2023-12-07 17:06:01.8100000
B28CFCEC-A972-4B0C-B95B-8609A3E205BE	2023-12-07 17:06:01.8100000	-10674.04	Cr	NULL	F49C9015-49F5-449D-9A05-B15C2C49CA07	InvoiceAdvance	Learning Ltd.	Cash	Cash -  - -10674.04	System Generated	2023-12-07 17:06:01.8100000
55DC9868-AE97-4C9F-ACA4-51783619E0AF	2023-12-07 17:19:01.8100000	6777.94	Dr	CFB2890F-9C35-43B9-A6BA-B34DB2A04DFD	14478616-3934-4E73-A398-C775EC90D2B7	InvoiceAdvance	Seo-yun Paik	Axis	Axis - CFB2890F-9C35-43B9-A6BA-B34DB2A04DFD - 6777.94	System Generated	2023-12-07 17:19:01.8100000
55DC9868-AE97-4C9F-ACA4-51783619E0AF	2023-12-07 17:19:01.8100000	-6777.94	Cr	CFB2890F-9C35-43B9-A6BA-B34DB2A04DFD	14478616-3934-4E73-A398-C775EC90D2B7	InvoiceAdvance	Learning Ltd.	Axis	Axis - CFB2890F-9C35-43B9-A6BA-B34DB2A04DFD - -6777.94	System Generated	2023-12-07 17:19:01.8100000
A0C81163-EBE3-443E-BE4D-F44186E17D98	2023-12-07 16:57:01.9366667	6215.20	Dr	553A65D7-EE62-44DF-B4C2-E4A090363EB0	4A54912B-66CC-474A-987A-4FD12E88CF2A	InvoiceBalancePayment	"Tailspin Toys (La Cueva, NM)"	HDFC	HDFC - 553A65D7-EE62-44DF-B4C2-E4A090363EB0 - 6215.20	System Generated	2023-12-07 16:57:01.9366667
A0C81163-EBE3-443E-BE4D-F44186E17D98	2023-12-07 16:57:01.9366667	-6215.20	Cr	553A65D7-EE62-44DF-B4C2-E4A090363EB0	4A54912B-66CC-474A-987A-4FD12E88CF2A	InvoiceBalancePayment	Learning Ltd.	HDFC	HDFC - 553A65D7-EE62-44DF-B4C2-E4A090363EB0 - -6215.20	System Generated	2023-12-07 16:57:01.9366667
CD9A0240-A347-4D81-BF93-74AFD78152FF	2023-12-07 13:19:01.9400000	4351.75	Dr	907E9D8B-23DA-4C35-A9CF-BA4C33767496	12835B06-018C-4D5F-8DBC-6F8C63DB1972	InvoiceBalancePayment	Ivan Sepulveda	ICICI	ICICI - 907E9D8B-23DA-4C35-A9CF-BA4C33767496 - 4351.75	System Generated	2023-12-07 13:19:01.9400000
CD9A0240-A347-4D81-BF93-74AFD78152FF	2023-12-07 13:19:01.9400000	-4351.75	Cr	907E9D8B-23DA-4C35-A9CF-BA4C33767496	12835B06-018C-4D5F-8DBC-6F8C63DB1972	InvoiceBalancePayment	Learning Ltd.	ICICI	ICICI - 907E9D8B-23DA-4C35-A9CF-BA4C33767496 - -4351.75	System Generated	2023-12-07 13:19:01.9400000
DB93C774-F6F8-4E85-8C9F-7F64F36573A6	2023-12-08 17:02:01.1133333	-6493.15	Cr	NULL	A6E88A23-8DA5-464C-B663-04C843CE3778	ShipmentAdvance	CDE-0010	Cash	Cash -  - -6493.15	System Generated	2023-12-08 17:02:01.1133333
DB93C774-F6F8-4E85-8C9F-7F64F36573A6	2023-12-08 17:02:01.1133333	6493.15	Dr	NULL	A6E88A23-8DA5-464C-B663-04C843CE3778	ShipmentAdvance	Learning Ltd.	Cash	Cash -  - 6493.15	System Generated	2023-12-08 17:02:01.1133333
CD71110C-433A-4CDC-9F9E-45E9D3F0819C	2023-12-08 21:09:01.2500000	-9922.07	Cr	640D0CE7-8990-4743-B6FB-607C81AAA87A	AA6A66A3-B160-49C6-8F86-09F83F1ABE21	ShipmentBalancePayment	EBC-0084	Axis	Axis - 640D0CE7-8990-4743-B6FB-607C81AAA87A - -9922.07	System Generated	2023-12-08 21:09:01.2500000
CD71110C-433A-4CDC-9F9E-45E9D3F0819C	2023-12-08 21:09:01.2500000	9922.07	Dr	640D0CE7-8990-4743-B6FB-607C81AAA87A	AA6A66A3-B160-49C6-8F86-09F83F1ABE21	ShipmentBalancePayment	Learning Ltd.	Axis	Axis - 640D0CE7-8990-4743-B6FB-607C81AAA87A - 9922.07	System Generated	2023-12-08 21:09:01.2500000
8BD8023D-4C26-4DFD-A977-E0F8F0689AE0	2023-12-08 17:25:01.2533333	-10164.37	Cr	AD94D657-9212-41A6-8AA2-EE1F18FCEAEC	A00A2AC7-A33B-444D-9D6C-0B8416551A52	ShipmentBalancePayment	EBA-0020	Axis	Axis - AD94D657-9212-41A6-8AA2-EE1F18FCEAEC - -10164.37	System Generated	2023-12-08 17:25:01.2533333
8BD8023D-4C26-4DFD-A977-E0F8F0689AE0	2023-12-08 17:25:01.2533333	10164.37	Dr	AD94D657-9212-41A6-8AA2-EE1F18FCEAEC	A00A2AC7-A33B-444D-9D6C-0B8416551A52	ShipmentBalancePayment	Learning Ltd.	Axis	Axis - AD94D657-9212-41A6-8AA2-EE1F18FCEAEC - 10164.37	System Generated	2023-12-08 17:25:01.2533333
B93F5D09-911F-4C71-B150-40F9C3C0D9FA	2023-12-08 17:43:01.2566667	-6335.44	Cr	91282266-1334-402E-8C09-09E9C404FC45	714D0CA0-249B-4AEB-A15F-13745D3D18FE	ShipmentBalancePayment	EBE-0090	SBI	SBI - 91282266-1334-402E-8C09-09E9C404FC45 - -6335.44	System Generated	2023-12-08 17:43:01.2566667
B93F5D09-911F-4C71-B150-40F9C3C0D9FA	2023-12-08 17:43:01.2566667	6335.44	Dr	91282266-1334-402E-8C09-09E9C404FC45	714D0CA0-249B-4AEB-A15F-13745D3D18FE	ShipmentBalancePayment	Learning Ltd.	SBI	SBI - 91282266-1334-402E-8C09-09E9C404FC45 - 6335.44	System Generated	2023-12-08 17:43:01.2566667
A7CC2F98-38E3-4C17-BDCA-E6E2D078C187	2023-12-08 13:17:01.2600000	-9031.44	Cr	NULL	002BB7B9-ACE5-4AA6-B544-2D4CC0011F96	ShipmentBalancePayment	EDA-0005	Cash	Cash -  - -9031.44	System Generated	2023-12-08 13:17:01.2600000
A7CC2F98-38E3-4C17-BDCA-E6E2D078C187	2023-12-08 13:17:01.2600000	9031.44	Dr	NULL	002BB7B9-ACE5-4AA6-B544-2D4CC0011F96	ShipmentBalancePayment	Learning Ltd.	Cash	Cash -  - 9031.44	System Generated	2023-12-08 13:17:01.2600000
61072C2E-86D9-4F80-BAC9-286E7AB885FB	2023-12-08 14:32:01.3333333	13929.27	Dr	NULL	2894F6C8-0251-492E-B6BD-7D4E45A62F35	InvoiceAdvance	Risto Valbe	Paytm	Paytm -  - 13929.27	System Generated	2023-12-08 14:32:01.3333333
61072C2E-86D9-4F80-BAC9-286E7AB885FB	2023-12-08 14:32:01.3333333	-13929.27	Cr	NULL	2894F6C8-0251-492E-B6BD-7D4E45A62F35	InvoiceAdvance	Learning Ltd.	Paytm	Paytm -  - -13929.27	System Generated	2023-12-08 14:32:01.3333333
0ACF00A0-F539-45BA-8BB9-CD217042E44A	2023-12-08 19:00:01.5000000	8577.78	Dr	BC9C2A2C-3AA2-40F2-BD93-B31A936E2F6D	A4FC8631-1506-401D-BE16-FC2A36314FA3	InvoiceBalancePayment	"Wingtip Toys (Ridgemark, CA)"	SBI	SBI - BC9C2A2C-3AA2-40F2-BD93-B31A936E2F6D - 8577.78	System Generated	2023-12-08 19:00:01.5000000
0ACF00A0-F539-45BA-8BB9-CD217042E44A	2023-12-08 19:00:01.5000000	-8577.78	Cr	BC9C2A2C-3AA2-40F2-BD93-B31A936E2F6D	A4FC8631-1506-401D-BE16-FC2A36314FA3	InvoiceBalancePayment	Learning Ltd.	SBI	SBI - BC9C2A2C-3AA2-40F2-BD93-B31A936E2F6D - -8577.78	System Generated	2023-12-08 19:00:01.5000000
09DC5CF7-C589-4BDD-86FC-736E7B5052EA	2023-12-08 20:13:01.5033333	11563.55	Dr	NULL	F49C9015-49F5-449D-9A05-B15C2C49CA07	InvoiceBalancePayment	Bhagavati Vinjamuri	UPI	UPI -  - 11563.55	System Generated	2023-12-08 20:13:01.5033333
09DC5CF7-C589-4BDD-86FC-736E7B5052EA	2023-12-08 20:13:01.5033333	-11563.55	Cr	NULL	F49C9015-49F5-449D-9A05-B15C2C49CA07	InvoiceBalancePayment	Learning Ltd.	UPI	UPI -  - -11563.55	System Generated	2023-12-08 20:13:01.5033333
BE56E2CE-2266-4D81-9144-6AE26ACE1BE1	2023-12-09 20:30:42.7333333	-10675.84	Cr	NULL	130CD995-0DD8-43FE-B879-094AB7540DB9	ShipmentAdvance	DBD-0019	Paytm	Paytm -  - -10675.84	System Generated	2023-12-09 20:30:42.7333333
BE56E2CE-2266-4D81-9144-6AE26ACE1BE1	2023-12-09 20:30:42.7333333	10675.84	Dr	NULL	130CD995-0DD8-43FE-B879-094AB7540DB9	ShipmentAdvance	Learning Ltd.	Paytm	Paytm -  - 10675.84	System Generated	2023-12-09 20:30:42.7333333
DD0641B8-B935-4F22-812B-DD6A48A97F0D	2023-12-09 21:42:42.7400000	-14117.04	Cr	NULL	1F812715-8245-4525-B927-094C77DC2E28	ShipmentAdvance	EAA-0091	Paytm	Paytm -  - -14117.04	System Generated	2023-12-09 21:42:42.7400000
DD0641B8-B935-4F22-812B-DD6A48A97F0D	2023-12-09 21:42:42.7400000	14117.04	Dr	NULL	1F812715-8245-4525-B927-094C77DC2E28	ShipmentAdvance	Learning Ltd.	Paytm	Paytm -  - 14117.04	System Generated	2023-12-09 21:42:42.7400000
A93C19C2-8062-4A09-BD2A-C1BC28475031	2023-12-09 16:59:42.7400000	-5455.73	Cr	5D88DEF4-F34D-4CB9-A2D7-AF86F9CB4CEA	DDBE2D18-81BE-438E-B439-1829FE3BA555	ShipmentAdvance	CAA-0037	PNB	PNB - 5D88DEF4-F34D-4CB9-A2D7-AF86F9CB4CEA - -5455.73	System Generated	2023-12-09 16:59:42.7400000
A93C19C2-8062-4A09-BD2A-C1BC28475031	2023-12-09 16:59:42.7400000	5455.73	Dr	5D88DEF4-F34D-4CB9-A2D7-AF86F9CB4CEA	DDBE2D18-81BE-438E-B439-1829FE3BA555	ShipmentAdvance	Learning Ltd.	PNB	PNB - 5D88DEF4-F34D-4CB9-A2D7-AF86F9CB4CEA - 5455.73	System Generated	2023-12-09 16:59:42.7400000
94ED70EB-FD4E-44B4-AA61-DE58B888FE43	2023-12-09 15:48:42.7400000	-8930.52	Cr	NULL	0836C74C-89C7-4A8F-8D11-1BBBBBB81334	ShipmentAdvance	EBB-0007	UPI	UPI -  - -8930.52	System Generated	2023-12-09 15:48:42.7400000
94ED70EB-FD4E-44B4-AA61-DE58B888FE43	2023-12-09 15:48:42.7400000	8930.52	Dr	NULL	0836C74C-89C7-4A8F-8D11-1BBBBBB81334	ShipmentAdvance	Learning Ltd.	UPI	UPI -  - 8930.52	System Generated	2023-12-09 15:48:42.7400000
602E39CE-BF6A-4769-8FD8-D0AA14BD593E	2023-12-09 20:32:42.9600000	-7409.61	Cr	B410A34A-8237-4F76-A569-E8CE148DA43B	7920FFF3-2ACB-4488-86CF-2DC5377C6AFE	ShipmentBalancePayment	BED-0057	IDFC	IDFC - B410A34A-8237-4F76-A569-E8CE148DA43B - -7409.61	System Generated	2023-12-09 20:32:42.9600000
602E39CE-BF6A-4769-8FD8-D0AA14BD593E	2023-12-09 20:32:42.9600000	7409.61	Dr	B410A34A-8237-4F76-A569-E8CE148DA43B	7920FFF3-2ACB-4488-86CF-2DC5377C6AFE	ShipmentBalancePayment	Learning Ltd.	IDFC	IDFC - B410A34A-8237-4F76-A569-E8CE148DA43B - 7409.61	System Generated	2023-12-09 20:32:42.9600000
B76B6CF2-0B2A-4316-A72B-A1A5DDCFD1B0	2023-12-09 19:43:42.9700000	-5239.81	Cr	EC29A701-4A39-4A5B-A6BB-5D0B475023B3	3664BB32-9306-4CE3-8A6B-2DC744C48095	ShipmentBalancePayment	DEB-0058	SBI	SBI - EC29A701-4A39-4A5B-A6BB-5D0B475023B3 - -5239.81	System Generated	2023-12-09 19:43:42.9700000
B76B6CF2-0B2A-4316-A72B-A1A5DDCFD1B0	2023-12-09 19:43:42.9700000	5239.81	Dr	EC29A701-4A39-4A5B-A6BB-5D0B475023B3	3664BB32-9306-4CE3-8A6B-2DC744C48095	ShipmentBalancePayment	Learning Ltd.	SBI	SBI - EC29A701-4A39-4A5B-A6BB-5D0B475023B3 - 5239.81	System Generated	2023-12-09 19:43:42.9700000
2F95BF34-6F43-43EA-9386-06D4F4BB670B	2023-12-09 20:40:42.9766667	-6784.85	Cr	5A0CD4EF-179A-4D75-BE63-C382B5A2AD0E	75667D4F-B0E7-4536-B2E3-2E0031B1678D	ShipmentBalancePayment	CDE-0094	HDFC	HDFC - 5A0CD4EF-179A-4D75-BE63-C382B5A2AD0E - -6784.85	System Generated	2023-12-09 20:40:42.9766667
2F95BF34-6F43-43EA-9386-06D4F4BB670B	2023-12-09 20:40:42.9766667	6784.85	Dr	5A0CD4EF-179A-4D75-BE63-C382B5A2AD0E	75667D4F-B0E7-4536-B2E3-2E0031B1678D	ShipmentBalancePayment	Learning Ltd.	HDFC	HDFC - 5A0CD4EF-179A-4D75-BE63-C382B5A2AD0E - 6784.85	System Generated	2023-12-09 20:40:42.9766667
CA54C260-60A6-4670-A40D-2CC18FEDCFA6	2023-12-09 19:12:43.1033333	14033.60	Dr	NULL	D307BB39-5271-44ED-A2FA-6FBD04039085	InvoiceAdvance	"Tailspin Toys (Manchester Center, VT)"	Paytm	Paytm -  - 14033.60	System Generated	2023-12-09 19:12:43.1033333
CA54C260-60A6-4670-A40D-2CC18FEDCFA6	2023-12-09 19:12:43.1033333	-14033.60	Cr	NULL	D307BB39-5271-44ED-A2FA-6FBD04039085	InvoiceAdvance	Learning Ltd.	Paytm	Paytm -  - -14033.60	System Generated	2023-12-09 19:12:43.1033333
B27381BF-C931-4BBA-89DE-48AF49ABA9C9	2023-12-09 17:13:43.1066667	8102.91	Dr	438EBBED-1055-453E-974B-397B5BC13A14	B8A96342-3259-48AF-AAB0-A933A19B5D1C	InvoiceAdvance	"Tailspin Toys (Sylvanite, MT)"	Axis	Axis - 438EBBED-1055-453E-974B-397B5BC13A14 - 8102.91	System Generated	2023-12-09 17:13:43.1066667
B27381BF-C931-4BBA-89DE-48AF49ABA9C9	2023-12-09 17:13:43.1066667	-8102.91	Cr	438EBBED-1055-453E-974B-397B5BC13A14	B8A96342-3259-48AF-AAB0-A933A19B5D1C	InvoiceAdvance	Learning Ltd.	Axis	Axis - 438EBBED-1055-453E-974B-397B5BC13A14 - -8102.91	System Generated	2023-12-09 17:13:43.1066667
60AACA16-E4E8-4C96-A3B9-8531B7080F62	2023-12-09 20:37:43.1100000	9103.16	Dr	055443A7-87BA-48EE-BDBD-111BAF5DD9FA	A212BF3B-099A-4D39-8CE4-DD7862F6A1BD	InvoiceAdvance	"Wingtip Toys (Helotes, TX)"	ICICI	ICICI - 055443A7-87BA-48EE-BDBD-111BAF5DD9FA - 9103.16	System Generated	2023-12-09 20:37:43.1100000
60AACA16-E4E8-4C96-A3B9-8531B7080F62	2023-12-09 20:37:43.1100000	-9103.16	Cr	055443A7-87BA-48EE-BDBD-111BAF5DD9FA	A212BF3B-099A-4D39-8CE4-DD7862F6A1BD	InvoiceAdvance	Learning Ltd.	ICICI	ICICI - 055443A7-87BA-48EE-BDBD-111BAF5DD9FA - -9103.16	System Generated	2023-12-09 20:37:43.1100000
C5F8DD1B-2D90-4997-9EAA-2D1021ADD68D	2023-12-09 18:04:43.1100000	10704.20	Dr	58A1E07B-8E55-47A0-88E6-477865AF321D	3CC22492-C3AF-4125-8290-926F6C6B6C1F	InvoiceAdvance	"Wingtip Toys (Truscott, TX)"	PNB	PNB - 58A1E07B-8E55-47A0-88E6-477865AF321D - 10704.20	System Generated	2023-12-09 18:04:43.1100000
C5F8DD1B-2D90-4997-9EAA-2D1021ADD68D	2023-12-09 18:04:43.1100000	-10704.20	Cr	58A1E07B-8E55-47A0-88E6-477865AF321D	3CC22492-C3AF-4125-8290-926F6C6B6C1F	InvoiceAdvance	Learning Ltd.	PNB	PNB - 58A1E07B-8E55-47A0-88E6-477865AF321D - -10704.20	System Generated	2023-12-09 18:04:43.1100000
9516EABB-4B1F-44C9-B0AD-33C3546E0193	2023-12-09 20:49:42.3333333	3580.45	Dr	71905543-4B6C-4C83-92C9-A9E2F364B61E	DD8BE642-1DA7-45C4-A0BD-42C021181404	InvoiceBalancePayment	"Tailspin Toys (Hanoverton, OH)"	HDFC	HDFC - 71905543-4B6C-4C83-92C9-A9E2F364B61E - 3580.45	System Generated	2023-12-09 20:49:42.3333333
9516EABB-4B1F-44C9-B0AD-33C3546E0193	2023-12-09 20:49:42.3333333	-3580.45	Cr	71905543-4B6C-4C83-92C9-A9E2F364B61E	DD8BE642-1DA7-45C4-A0BD-42C021181404	InvoiceBalancePayment	Learning Ltd.	HDFC	HDFC - 71905543-4B6C-4C83-92C9-A9E2F364B61E - -3580.45	System Generated	2023-12-09 20:49:42.3333333
169E1F5E-D5FB-48B2-97E0-09783E68AE25	2023-12-09 22:37:42.3466667	4933.13	Dr	C68F510E-F055-40E6-B88B-8027FB620F4A	2201D1ED-27E7-4BF3-AE2B-6F6E17FF1DE9	InvoiceBalancePayment	"Tailspin Toys (San Acacia, NM)"	Axis	Axis - C68F510E-F055-40E6-B88B-8027FB620F4A - 4933.13	System Generated	2023-12-09 22:37:42.3466667
169E1F5E-D5FB-48B2-97E0-09783E68AE25	2023-12-09 22:37:42.3466667	-4933.13	Cr	C68F510E-F055-40E6-B88B-8027FB620F4A	2201D1ED-27E7-4BF3-AE2B-6F6E17FF1DE9	InvoiceBalancePayment	Learning Ltd.	Axis	Axis - C68F510E-F055-40E6-B88B-8027FB620F4A - -4933.13	System Generated	2023-12-09 22:37:42.3466667
F2E1366A-3A46-4FDA-9806-D7A79AEBE2D4	2023-12-11 16:51:02.3700000	-6961.26	Cr	3D42534D-8AF6-4A2A-8422-03032AD5AEAE	BD099AFE-6697-4839-8F45-03161D3157D4	ShipmentBalancePayment	BEA-0045	PNB	PNB - 3D42534D-8AF6-4A2A-8422-03032AD5AEAE - -6961.26	System Generated	2023-12-11 16:51:02.3700000
F2E1366A-3A46-4FDA-9806-D7A79AEBE2D4	2023-12-11 16:51:02.3700000	6961.26	Dr	3D42534D-8AF6-4A2A-8422-03032AD5AEAE	BD099AFE-6697-4839-8F45-03161D3157D4	ShipmentBalancePayment	Learning Ltd.	PNB	PNB - 3D42534D-8AF6-4A2A-8422-03032AD5AEAE - 6961.26	System Generated	2023-12-11 16:51:02.3700000
23D1FF05-A73F-4D24-849A-46A547B8BBBD	2023-12-11 17:34:02.4100000	8569.55	Dr	7074E1D0-14F2-43B4-BA5B-DB7610C704A3	100ADEEE-08EE-461F-BF64-AEEC2A8F0B27	InvoiceAdvance	"Tailspin Toys (Wilkes-Barre, PA)"	IDFC	IDFC - 7074E1D0-14F2-43B4-BA5B-DB7610C704A3 - 8569.55	System Generated	2023-12-11 17:34:02.4100000
